id,title,description,source,suggested_label,human_label,notes
242,"Analytics Dashboard Not Updating in Real Time","Real-time analytics are crucial to our decision-making. The dashboard is 2 hours behind, making our data completely useless. This needs attention immediately.","synthetic-high",HIGH,,
243,"Login Issue: 'Too Many Login Attempts' Error","A user is locked out due to too many login attempts. However, this was caused by a technical issue. Please assist us in resolving this.","synthetic-high",HIGH,,
244,"Analytics Dashboard Shows Inaccurate Data for Past Month","Our analytics dashboard is showing incorrect data for the past month, which is causing us to make bad business decisions. We urgently need this corrected.","synthetic-high",HIGH,,
245,"Partial payment gateway outage for many users","Our payment gateway is experiencing issues for a large number of users, but some users can still complete checkout with reduced functionality.","synthetic-high-boundary",HIGH,,
246,"Custom Field Not Visible for Admins in Mobile App","Our custom field is not visible for admins in the mobile app, which is causing confusion. Please help us resolve this ASAP.","synthetic-high",HIGH,,
247,"Export data loss for a team due to time out","Our scheduled export timed out for a team, resulting in some data loss, but a manual export is possible.","synthetic-high-boundary",HIGH,,
248,"Ticket Search Returns Incomplete Results","Our team is having trouble finding previous tickets due to incomplete search results, which is wasting our time. Please fix this search function ASAP.","synthetic-high",HIGH,,
249,"File Uploads Timing Out for Large Files","When uploading large files, the upload process hangs indefinitely, wasting our team's time. Our file storage is filling up, and this needs to be resolved immediately.","synthetic-high",HIGH,,
250,"Customer Invoices Not Being Sent Out","We are in the middle of a crucial quarter and customer invoices are not being sent out. This is unacceptable and needs to be fixed right away.","synthetic-high",HIGH,,
251,"Export time outs for multiple large accounts","Scheduled exports are taking too long for several large customers and timing out, but a manual export is possible.","synthetic-high-boundary",HIGH,,
252,"Two-Factor Authentication Fails to Activate for Multiple Users","I'm getting locked out of my account daily due to the 2FA not working properly, it's really frustrating. We have 20 users affected, please escalate this ASAP. I've already tried reconfiguring the app.","synthetic-high",HIGH,,
253,"User Account Locked Due to 'Invalid Password' Error","A user account is locked due to an 'Invalid Password' error. However, the password is correct. Please assist us in unlocking the account.","synthetic-high",HIGH,,
254,"Login Issues - Entire Sales Team Locked Out","Urgent: Multiple sales team members are unable to log in to the system. This is causing significant disruptions to our business. Please resolve ASAP.","synthetic-high",HIGH,,
255,"Email Notifications Not Being Sent to Subscribers","Our email marketing campaigns rely on timely notifications. However, subscribers are not receiving emails. This is affecting our engagement rates. Please investigate.","synthetic-high",HIGH,,
256,"Critical Issue with Mobile App Syncing Feature","Our team's workflow is severely disrupted due to the mobile app not syncing data with the server. We have a big project deadline and this is causing us immense stress. Please fix this urgently.","synthetic-high",HIGH,,
257,"Notification Frequency Set to 0 for All Users","Our notification frequency is set to 0 for all users, which is resulting in no email notifications being sent. Please fix this ASAP.","synthetic-high",HIGH,,
258,"API Rate Limit Not Being Applied to Certain IPs","We are experiencing abuse due to a failure in API rate limiting. This needs to be addressed immediately to prevent further abuse.","synthetic-high",HIGH,,
259,"Scheduled reports delayed for multiple team members","Our scheduled reports are delayed for a large number of team members, but the data is still accessible and reports deliver eventually.","synthetic-high-boundary",HIGH,,
260,"Partial team outage due to locked shared workspace","Only one team member can access our shared workspace, but others can still view reports and data, albeit with reduced functionality.","synthetic-high-boundary",HIGH,,
261,"Financial Report Showing Incorrect Totals for Q1","Our financial report for Q1 is showing incorrect totals. This is causing a discrepancy in our accounting records. Can you please rectify this ASAP?","synthetic-high",HIGH,,
262,"Scheduled reports delayed for multiple customers","Our scheduled reports are delayed for a large number of customers, but the data is still accessible and reports deliver eventually.","synthetic-high-boundary",HIGH,,
263,"Subscription Billing Not Updating for New Users","Our new users are not receiving the correct subscription billing information, which is causing confusion and frustration. Please fix this ASAP.","synthetic-high",HIGH,,
264,"Password Reset Not Working for Certain Users","Some users are unable to reset their passwords. This is causing frustration among our team members. Please assist us in resolving this issue.","synthetic-high",HIGH,,
265,"Partial team outage due to export issues","Our team is experiencing issues with scheduled exports, but some users can still access data manually, albeit with reduced functionality.","synthetic-high-boundary",HIGH,,
266,"Shared workspace partially restricted for team","One team member can access our shared workspace, but others can view reports and data but cannot edit, causing reduced productivity.","synthetic-high-boundary",HIGH,,
267,"API Endpoint Returning 504 Gateway Timeout","Our integration with the payment gateway is failing due to a 504 timeout. This is causing delays in our payment processing. Please resolve this ASAP.","synthetic-high",HIGH,,
268,"Payment gateway configuration issue for multiple users","Our payment gateway configuration is broken for a large number of users, causing checkout failures, but a workaround exists for some users.","synthetic-high-boundary",HIGH,,
269,"Payment provider fails for many users with backup available","Our primary payment provider is experiencing issues for many users, but the backup is available for those who need it, albeit with reduced functionality.","synthetic-high-boundary",HIGH,,
270,"Payment gateway configuration issue for many users","Our payment gateway configuration is broken for a large number of users, causing checkout failures, but not all users are affected.","synthetic-high-boundary",HIGH,,
271,"Email Notifications Not Delivered for Critical Alerts","We rely heavily on email notifications for critical alerts, but for the past 3 days, our users haven't received any. This is unacceptable and needs to be fixed quickly.","synthetic-high",HIGH,,
272,"Critical SLA Breach Due to Failed Notifications","Our system failed to send critical notifications, causing a major SLA breach. We need this resolved and our notifications fixed ASAP.","synthetic-high",HIGH,,
273,"Error Message Preventing File Uploads in Chrome Browser","Our team is experiencing issues with file uploads in Chrome due to a cryptic error message. Please help us resolve this ASAP.","synthetic-high",HIGH,,
274,"Scheduled reports failing for entire plan tier","All customers on our premium plan are experiencing report delivery issues, but the reports remain intact and can be accessed manually.","synthetic-high-boundary",HIGH,,
275,"SLA Breach: Average Response Time Exceeding 4 Hours","Our SLA is to respond within 4 hours. However, our average response time is exceeding this threshold. This is unacceptable and needs to be addressed immediately.","synthetic-high",HIGH,,
276,"Scheduled reports failing for entire team","Our scheduled reports are failing for all team members, but the reports remain intact and can be accessed manually.","synthetic-high-boundary",HIGH,,
277,"Audit Logging Showing Incorrect User Permissions","Our audit logs are showing incorrect user permissions, which is a severe security risk. Please correct this immediately.","synthetic-high",HIGH,,
278,"Email Notifications Not Being Delivered to Gmail Accounts","Our email notifications are not being delivered to Gmail accounts. Can you please investigate and provide a fix?","synthetic-high",HIGH,,
279,"Backup Failing Due to 'Invalid Data' Error","Our backup system is failing due to an 'Invalid Data' error. This is unacceptable and needs to be fixed right away.","synthetic-high",HIGH,,
280,"Error Message Preventing User Sign-Ups","Our users are experiencing an error message when signing up for our service, which is stopping new customers from onboarding. Please resolve this urgently.","synthetic-high",HIGH,,
281,"Incorrect Financial Reporting for Last Quarter","Our financial reports for Q2 are showing incorrect totals. This is causing a discrepancy in our accounting records. Can you please rectify this ASAP?","synthetic-high",HIGH,,
282,"REST API Request Limit Exceeded","Our automated script is hitting the API rate limit for the 10th time this month. This is affecting our workflow and causing downtime. Can you please increase the limit?","synthetic-high",HIGH,,
283,"Third-Party Integration with QuickBooks Not Syncing Data","Our QuickBooks integration is not syncing data, which is causing us to duplicate work and waste time. Please resolve this immediately.","synthetic-high",HIGH,,
284,"Payment provider fails for most users but backup is online","Our primary payment provider is experiencing issues for most users, but the backup is available for those who need it, albeit with reduced functionality.","synthetic-high-boundary",HIGH,,
285,"Checkout fails for one payment provider but workaround exists","I'm unable to complete checkout for PayPal, but I can use Stripe. This has been ongoing for hours and affects many users.","synthetic-high-boundary",HIGH,,
